record_id,accident_year,age_of_casualty,speed_limit,hour,sex_of_casualty,casualty_severity,road_type,junction_detail,light_conditions,road_surface_conditions
20190102257961,2019,43,30.0,9,1,2,1,1,1,1
20190102258001,2019,23,30.0,18,1,3,9,6,4,2
20190102258101,2019,58,30.0,22,1,3,6,3,7,2
20190102258361,2019,36,30.0,8,1,3,6,3,1,2
20190102258801,2019,56,50.0,18,1,3,3,0,4,2
20190102258941,2019,35,30.0,17,1,3,6,3,4,2
20190102259041,2019,46,30.0,19,1,3,6,0,4,2
20190102259181,2019,28,20.0,18,2,3,1,1,4,2
20190102259231,2019,45,30.0,20,2,3,6,3,4,2
20190102259361,2019,33,20.0,22,2,3,6,3,4,2
20190102259861,2019,29,20.0,7,1,3,6,6,4,2
20190102259941,2019,33,30.0,20,2,3,6,3,7,2
20190102260571,2019,25,30.0,19,1,3,6,9,4,2
20190102260621,2019,38,30.0,13,2,3,2,3,1,1
20190102260741,2019,35,30.0,7,2,3,6,3,4,2
20190102260791,2019,31,20.0,18,1,3,6,6,7,2
20190102261121,2019,53,30.0,17,2,3,6,8,4,2
20190102261261,2019,36,20.0,18,2,3,1,7,4,1
20190102261371,2019,30,30.0,17,1,2,6,6,4,2
20190102261591,2019,32,30.0,18,1,3,3,6,4,2
20190102261961,2019,51,30.0,9,-1,3,6,3,1,2
20190102262111,2019,25,30.0,8,1,2,6,0,1,2
20190102262171,2019,51,30.0,22,1,3,1,2,4,2
20190102262271,2019,57,30.0,14,2,3,6,99,1,1
20190102262491,2019,39,20.0,7,1,3,6,3,4,2
20190102262771,2019,47,30.0,16,1,3,6,99,1,1
20190102262911,2019,22,30.0,13,1,3,6,3,1,1
20190102263291,2019,38,30.0,9,2,3,6,9,1,2
20190102263411,2019,40,20.0,11,1,3,2,0,1,2
20190102263511,2019,35,30.0,18,1,3,6,99,4,2
20190102263751,2019,40,30.0,18,1,3,3,7,4,2
20190102264001,2019,31,30.0,19,1,3,6,3,4,2
20190102265051,2019,23,30.0,11,1,3,6,3,1,2
20190102265081,2019,64,30.0,15,1,3,6,7,1,2
20190102265501,2019,15,20.0,14,1,3,6,3,1,1
20190102265611,2019,25,20.0,16,1,3,1,3,1,2
20190102266871,2019,20,20.0,20,1,3,6,3,4,2
20190102267101,2019,25,20.0,9,2,2,9,3,1,1
20190102267342,2019,44,20.0,17,2,3,9,3,4,9
20190102267711,2019,27,20.0,20,1,2,6,3,4,2
20190102268201,2019,35,20.0,15,-1,3,6,3,1,2
20190102268381,2019,27,20.0,11,1,2,6,6,1,1
20190102268421,2019,24,20.0,8,1,3,6,6,1,2
20190102268441,2019,38,30.0,12,2,3,6,6,1,1
20190102268681,2019,35,20.0,16,2,3,1,1,1,2
20190102268712,2019,23,20.0,10,1,2,6,9,1,1
20190102268921,2019,35,30.0,11,2,3,6,6,1,1
20190102269411,2019,36,30.0,13,2,2,6,9,1,1
20190102269831,2019,58,30.0,7,1,3,1,1,1,2
20190102269981,2019,26,30.0,11,1,3,6,3,1,9
20190102270271,2019,70,30.0,11,2,2,1,1,1,2
20190102270301,2019,59,30.0,8,1,2,1,1,1,2
20190102270341,2019,36,30.0,16,1,3,6,3,1,1
20190102270561,2019,59,30.0,11,1,3,6,6,1,1
20190102270591,2019,64,30.0,17,2,3,6,6,4,1
20190102270681,2019,53,20.0,13,1,3,6,3,1,1
20190102271471,2019,37,30.0,21,1,3,6,3,7,1
20190102271841,2019,37,30.0,7,2,3,6,8,1,1
20190102271891,2019,64,30.0,18,1,3,3,99,4,2
20190102272061,2019,31,20.0,13,1,3,6,3,1,1
20190102272831,2019,45,20.0,12,2,3,6,0,1,2
20190102273111,2019,55,30.0,15,2,2,3,6,1,2
20190102273971,2019,52,20.0,7,1,3,6,3,4,1
20190102275011,2019,32,30.0,3,1,2,3,0,4,2
20190102275651,2019,9,30.0,18,1,3,6,6,4,1
20190102275681,2019,55,30.0,15,2,2,6,3,1,2
20190102275951,2019,22,30.0,0,1,3,6,3,4,1
20190102276441,2019,60,30.0,12,1,2,1,1,1,1
20190102276541,2019,21,20.0,13,2,2,6,99,1,1
20190102276611,2019,26,20.0,16,2,3,6,6,1,1
20190102276651,2019,34,30.0,16,1,3,6,0,4,1
20190102277292,2019,-1,30.0,17,-1,3,1,1,7,1
20190102277301,2019,60,30.0,20,1,3,1,1,4,1
20190102277691,2019,43,20.0,10,1,3,3,1,1,1
20190102278341,2019,16,30.0,20,1,3,6,9,7,1
20190102278491,2019,68,30.0,13,1,3,1,9,1,1
20190102278511,2019,44,30.0,19,1,3,6,6,7,1
20190102278561,2019,33,30.0,20,1,2,6,3,4,1
20190102278641,2019,25,20.0,7,1,3,6,99,1,2
20190102279331,2019,28,30.0,15,1,3,2,9,1,1
20190102279341,2019,29,20.0,15,1,3,6,6,1,2
20190102279441,2019,29,20.0,8,2,3,6,3,1,1
20190102281781,2019,58,30.0,16,1,3,9,99,4,9
20190102282291,2019,50,-1.0,20,2,3,1,1,7,1
20190102283701,2019,29,20.0,10,2,3,6,9,1,1
20190102287131,2019,-1,30.0,0,1,3,6,6,4,2
20190102287641,2019,25,30.0,19,2,3,6,3,4,1
20190102290091,2019,50,30.0,18,1,3,9,1,7,9
20190102290921,2019,27,30.0,18,2,3,6,3,7,2
20190102300111,2019,55,30.0,12,1,3,6,9,1,1
20190102300851,2019,27,30.0,7,2,3,2,2,1,1
20190102301021,2019,49,20.0,17,1,3,6,9,7,1
20190102305601,2019,59,30.0,12,1,3,6,6,1,2
20190102308151,2019,41,30.0,0,1,3,6,3,1,1
20190102309731,2019,32,30.0,17,1,3,9,3,4,9
20190102312161,2019,42,30.0,17,1,2,6,3,7,1
20190102320611,2019,23,30.0,12,2,3,9,99,1,9
20190102335151,2019,47,30.0,16,1,2,3,6,1,1
20190102348251,2019,14,30.0,18,1,2,3,0,1,1
20190102349081,2019,54,30.0,12,1,2,3,1,1,1
20190102355601,2019,26,30.0,18,-1,3,6,6,7,9
20190102357791,2019,30,20.0,19,1,3,3,3,1,1
20190102384811,2019,27,30.0,9,1,3,6,6,1,1
20190102399671,2019,27,30.0,19,-1,3,6,9,4,9
20190102400361,2019,42,20.0,21,1,3,9,0,7,9
20190102415591,2019,26,30.0,9,1,3,6,3,1,2
20190102424381,2019,26,30.0,14,1,2,6,3,1,1
20190102440141,2019,41,30.0,20,1,3,6,3,4,2
20190102468701,2019,47,30.0,6,1,3,6,99,1,1
20190102546521,2019,52,20.0,8,1,1,6,3,1,1
20190102548131,2019,19,30.0,14,1,1,6,0,1,1
20190102565241,2019,28,30.0,19,1,3,6,0,1,2
20190108621381,2019,24,20.0,17,1,3,3,6,1,1
20190108627341,2019,31,20.0,11,2,3,6,3,1,1
20190109079101,2019,33,20.0,9,2,3,3,0,1,1
20190109084841,2019,29,20.0,18,1,3,3,0,1,1
20190109092661,2019,24,20.0,23,1,3,6,0,4,1
20190109510671,2019,33,20.0,8,1,2,3,0,1,1
20194808209801,2019,42,20.0,17,1,3,6,3,4,2
20194808209921,2019,28,20.0,17,2,2,6,3,4,2
20194808209991,2019,22,20.0,19,1,3,6,3,4,1
20194808274171,2019,38,20.0,15,1,3,3,6,1,1
20194808274471,2019,42,20.0,19,1,3,6,6,1,1
20194808430831,2019,39,20.0,7,1,3,1,1,4,1
20194808430911,2019,36,20.0,9,2,3,6,3,1,1
20194808438111,2019,44,20.0,9,2,3,6,6,1,2
20194808615261,2019,54,20.0,7,1,2,6,3,1,1
20194808616731,2019,52,20.0,9,1,3,6,3,1,1
20194808616871,2019,31,20.0,17,1,3,3,3,1,1
20194808617111,2019,31,20.0,9,1,3,3,7,1,1
20194808617201,2019,30,20.0,13,1,2,3,0,1,1
20194808619101,2019,35,20.0,7,1,3,6,0,1,1
20194808619121,2019,26,20.0,20,2,3,6,3,4,2
20194808619201,2019,26,20.0,17,1,2,6,6,1,1
20194808619591,2019,38,20.0,18,1,3,1,1,1,2
20194808619701,2019,40,20.0,13,1,3,3,3,1,1
20194808620821,2019,43,20.0,7,1,3,3,3,1,1
20194808620911,2019,27,20.0,17,2,3,3,6,1,1
20194808621341,2019,46,20.0,20,1,2,6,3,4,1
20194808626041,2019,47,20.0,8,1,3,6,0,1,1
20194808626191,2019,26,20.0,10,1,3,3,3,1,1
20194808626581,2019,46,20.0,1,1,3,3,3,4,1
20194808626801,2019,29,20.0,16,1,3,6,3,1,1
20194808626851,2019,43,20.0,9,1,3,6,3,1,1
20194808627241,2019,36,20.0,14,1,2,6,3,1,1
20194808627431,2019,37,20.0,14,2,3,6,3,1,1
20194808627681,2019,28,20.0,7,1,3,6,3,1,1
20194808628201,2019,29,20.0,7,1,3,6,3,1,1
20194808628241,2019,36,20.0,11,2,2,6,3,1,1
20194808628341,2019,30,20.0,21,1,3,3,6,4,1
20194808665401,2019,40,20.0,17,2,2,6,3,1,1
20194808666281,2019,30,20.0,20,1,2,6,3,1,1
20194808692741,2019,26,20.0,18,2,3,6,3,1,1
20194808692771,2019,23,20.0,16,1,3,3,0,1,1
20194808692931,2019,24,20.0,3,1,3,6,3,4,1
20194808693011,2019,37,20.0,22,1,3,6,0,4,2
20194808695071,2019,30,20.0,14,1,3,6,6,1,1
20194808695921,2019,35,20.0,6,1,3,6,0,1,2
20194808766001,2019,58,20.0,20,1,3,6,6,4,1
20194808766111,2019,30,20.0,8,1,3,6,3,1,1
20194808766461,2019,40,20.0,10,1,3,6,0,1,1
20194808769151,2019,33,20.0,15,1,3,3,3,1,1
20194809009981,2019,26,20.0,8,2,3,6,3,1,1
20194809010411,2019,32,20.0,19,2,3,6,3,1,1
20194809074301,2019,37,20.0,13,1,3,6,3,1,1
20194809077861,2019,25,20.0,9,1,2,6,0,1,1
20194809077971,2019,28,20.0,8,2,3,6,0,1,1
20194809079571,2019,38,20.0,10,1,3,6,3,1,1
20194809084021,2019,22,20.0,21,1,3,6,3,1,1
20194809084621,2019,18,20.0,0,1,3,6,3,4,1
20194809113451,2019,38,20.0,8,1,3,6,0,1,1
20194809114331,2019,33,20.0,13,1,2,6,0,1,1
20194809114711,2019,41,20.0,9,1,3,6,3,1,1
20194809115461,2019,37,20.0,18,1,3,6,3,1,1
20194809115541,2019,36,20.0,4,1,3,3,6,4,1
20194809116401,2019,32,20.0,8,2,3,6,3,1,1
20194809116481,2019,25,20.0,9,1,3,3,6,1,1
20194809116601,2019,27,20.0,17,1,3,3,0,1,1
20194809116851,2019,28,20.0,23,2,3,3,1,4,1
20194809117831,2019,49,20.0,10,1,3,6,0,1,2
20194809117851,2019,24,20.0,0,1,3,6,3,4,1
20194809117871,2019,37,20.0,8,1,3,6,0,1,1
20194809117872,2019,28,20.0,8,1,3,6,0,1,1
20194809117911,2019,75,30.0,12,1,2,6,0,1,1
20194809117921,2019,34,20.0,9,1,3,6,3,1,1
20194809117941,2019,30,20.0,18,1,3,3,7,1,1
20194809118891,2019,43,20.0,19,2,3,6,3,4,1
20194809119021,2019,34,20.0,6,1,3,6,3,4,1
20194809120741,2019,35,20.0,9,1,3,6,0,1,1
20194809120911,2019,33,20.0,17,1,3,6,7,4,1
20194809131261,2019,35,20.0,11,1,3,6,0,1,1
20194809131321,2019,28,20.0,8,2,2,6,0,4,2
20194809176621,2019,36,20.0,18,1,3,6,3,4,1
20194809177721,2019,26,20.0,19,1,3,3,0,4,1
20194809221791,2019,68,20.0,10,1,2,6,3,1,1
20194809239671,2019,32,30.0,17,1,3,6,3,1,1
20194809241301,2019,39,20.0,20,1,2,6,0,4,1
20194809241601,2019,42,30.0,18,1,3,6,3,4,1
20194809277921,2019,24,20.0,8,2,3,6,0,1,1
20194809278071,2019,25,20.0,17,1,3,6,0,4,1
20194809279461,2019,45,20.0,8,2,3,6,3,1,1
20194809279511,2019,54,20.0,7,1,2,3,3,1,1
20194809320651,2019,24,20.0,10,1,3,6,3,4,1
20194809321511,2019,11,30.0,15,1,2,6,0,1,1
20194809321681,2019,38,20.0,7,1,3,3,0,4,1
20194809321801,2019,38,20.0,8,1,3,7,0,4,1
20194809321901,2019,26,20.0,18,1,3,1,1,4,1
20194809505931,2019,52,20.0,9,2,2,3,7,1,1
20194809506001,2019,42,20.0,17,1,3,3,3,4,2
20194809506031,2019,33,20.0,17,1,3,6,3,4,2
20194809506081,2019,36,20.0,7,2,3,3,7,1,1
20194809506111,2019,41,20.0,17,2,3,6,6,4,1
20194809506141,2019,40,20.0,17,1,3,6,3,4,1
20194809506321,2019,26,20.0,9,1,2,6,0,1,2
20194809506621,2019,41,20.0,18,1,3,6,0,1,1
20194809506731,2019,24,20.0,12,2,3,6,6,1,1
20194809506772,2019,40,20.0,8,1,2,3,3,1,1
20194809506841,2019,34,20.0,0,1,3,3,7,4,1
20194809506871,2019,40,20.0,9,1,3,6,3,1,1
20194809507201,2019,23,20.0,12,1,3,2,0,1,1
20194809507381,2019,53,20.0,5,1,2,6,3,1,2
20194809508751,2019,36,20.0,15,1,3,6,0,1,1
20194809508801,2019,53,20.0,10,1,3,3,3,1,1
20194809508841,2019,27,20.0,17,1,3,3,0,1,1
20194809508931,2019,40,20.0,17,1,2,6,3,1,1
20194809509081,2019,41,20.0,17,1,3,6,3,1,1
20194809509201,2019,29,20.0,9,1,3,6,3,1,1
20194809509791,2019,49,20.0,20,1,3,6,0,1,1
20194809510741,2019,31,20.0,23,1,3,6,0,4,1
20194809510781,2019,34,20.0,8,1,3,6,3,1,1
20194809510931,2019,40,20.0,17,1,2,6,0,1,1
20194809511551,2019,30,20.0,18,1,3,6,3,4,1
20194809511771,2019,19,20.0,15,1,3,3,3,1,2
20194809511821,2019,26,20.0,20,1,2,6,0,4,2
20200102281201,2020,45,30.0,19,1,2,6,3,5,1
20200102281701,2020,59,30.0,8,1,3,3,6,1,1
20200102281811,2020,51,20.0,8,1,2,6,0,1,1
20200102282391,2020,30,30.0,15,1,3,6,6,1,1
20200102282551,2020,38,30.0,15,1,2,6,7,1,1
20200102282571,2020,31,20.0,17,1,3,6,3,4,1
20200102282631,2020,56,30.0,14,1,3,6,0,1,1
20200102282641,2020,26,20.0,15,1,3,6,3,1,1
20200102282731,2020,50,30.0,17,1,2,1,1,4,1
20200102283341,2020,46,60.0,6,1,1,3,0,6,2
20200102283531,2020,20,30.0,12,1,3,3,6,1,1
20200102283621,2020,37,30.0,6,1,3,3,3,4,2
20200102283741,2020,53,30.0,8,1,3,3,99,1,1
20200102283781,2020,30,20.0,15,1,3,6,6,1,1
20200102284291,2020,60,30.0,18,1,3,6,3,4,1
20200102284701,2020,52,30.0,18,1,3,6,3,4,1
20200102284941,2020,45,20.0,12,1,3,1,1,1,1
20200102285031,2020,46,20.0,11,1,3,6,9,1,1
20200102285081,2020,32,20.0,14,1,2,7,0,1,1
20200102285511,2020,28,20.0,16,1,3,6,7,1,1
20200102286201,2020,43,30.0,10,1,2,6,6,1,1
20200102286231,2020,38,30.0,9,1,3,6,3,1,1
20200102286291,2020,38,20.0,13,1,3,1,1,1,1
20200102286481,2020,38,20.0,16,2,3,1,1,4,1
20200102286661,2020,51,20.0,18,1,3,6,3,4,1
20200102286951,2020,52,30.0,13,1,3,6,3,1,1
20200102287001,2020,61,20.0,6,1,3,3,6,4,1
20200102287081,2020,31,30.0,9,1,3,6,7,1,1
20200102287441,2020,47,30.0,12,1,3,6,0,1,1
20200102287571,2020,58,20.0,12,1,3,6,6,1,1
20200102288021,2020,32,30.0,17,2,3,6,3,4,2
20200102288061,2020,31,30.0,17,2,3,6,6,4,2
20200102288831,2020,48,30.0,7,1,3,6,0,4,1
20200102289211,2020,31,20.0,9,1,3,6,7,1,1
20200102289792,2020,28,20.0,18,1,3,6,3,4,1
20200102290011,2020,32,30.0,6,1,3,1,1,4,1
20200102290061,2020,41,30.0,6,1,3,6,3,1,2
20200102290181,2020,45,30.0,8,1,3,6,8,1,1
20200102290291,2020,32,20.0,9,2,3,6,6,1,1
20200102290541,2020,31,20.0,10,2,3,6,9,1,1
20200102290581,2020,41,30.0,7,1,3,6,6,5,1
20200102290641,2020,36,30.0,16,1,3,3,3,4,1
20200102290711,2020,55,20.0,17,2,3,6,3,4,1
20200102291801,2020,35,20.0,8,1,3,6,6,1,1
20200102291971,2020,29,20.0,7,1,3,6,8,4,2
20200102292591,2020,45,20.0,7,1,3,6,6,4,1
20200102293051,2020,45,20.0,8,1,3,6,3,1,1
20200102293231,2020,34,20.0,7,1,3,6,3,7,1
20200102293781,2020,31,30.0,9,1,3,6,3,1,1
20200102294011,2020,40,30.0,8,1,3,6,0,1,2
20200102294681,2020,47,20.0,9,1,3,6,0,1,2
20200102294801,2020,49,20.0,16,1,3,1,1,4,2
20200102295331,2020,23,30.0,7,1,3,6,99,7,1
20200102295551,2020,36,20.0,18,1,3,6,3,4,2
20200102296021,2020,40,30.0,11,1,3,2,3,1,1
20200102296461,2020,45,30.0,12,1,3,7,0,1,1
20200102297771,2020,-1,20.0,12,1,2,9,99,1,1
20200102298131,2020,21,20.0,16,1,3,6,3,4,1
20200102298221,2020,29,30.0,20,1,3,6,3,4,1
20200102298301,2020,21,30.0,16,1,3,6,3,4,1
20200102298351,2020,42,30.0,19,1,3,2,5,7,1
20200102298951,2020,34,30.0,22,2,3,2,0,4,1
20200102299001,2020,38,30.0,12,1,3,6,3,1,2
20200102299171,2020,50,30.0,15,1,3,3,3,1,1
20200102299241,2020,25,20.0,12,1,3,6,3,1,1
20200102299541,2020,14,20.0,17,1,3,6,3,4,1
20200102299641,2020,21,30.0,17,1,3,6,6,1,9
20200102299831,2020,48,30.0,14,1,2,1,1,1,1
20200102300241,2020,49,30.0,6,1,3,6,3,4,2
20200102300551,2020,30,30.0,9,1,2,6,0,1,1
20200102300831,2020,21,30.0,2,1,3,9,3,1,9
20200102300871,2020,35,30.0,17,1,3,9,3,4,9
20200102301201,2020,45,20.0,17,2,3,6,3,1,1
20200102301431,2020,74,30.0,17,2,3,6,0,4,2
20200102301521,2020,21,20.0,19,1,3,6,7,4,2
20200102301721,2020,39,30.0,17,1,3,6,9,4,2
20200102301871,2020,21,30.0,20,1,3,1,0,7,2
20200102301921,2020,28,20.0,18,2,3,6,3,7,2
20200102302391,2020,45,30.0,9,1,3,6,6,1,2
20200102302441,2020,75,30.0,12,2,3,9,99,1,9
20200102302621,2020,40,30.0,9,1,3,1,1,1,1
20200102302981,2020,35,40.0,17,1,3,3,9,4,2
20200102303061,2020,49,20.0,18,1,3,6,6,4,2
20200102303101,2020,44,30.0,18,1,3,6,3,4,2
20200102303161,2020,21,30.0,17,1,3,1,1,4,2
20200102303601,2020,38,20.0,10,1,2,6,0,1,1
20200102304311,2020,30,30.0,7,1,3,6,3,1,2
20200102304701,2020,55,30.0,13,1,2,6,3,1,1
20200102304861,2020,53,20.0,7,1,3,6,5,1,2
20200102304921,2020,57,30.0,7,1,2,6,7,1,2
20200102305031,2020,60,30.0,8,1,3,6,0,1,2
20200102305881,2020,37,30.0,17,1,3,1,2,7,2
20200102306011,2020,25,20.0,9,2,3,6,99,1,2
20200102306261,2020,17,30.0,17,1,3,6,3,4,1
20200102306331,2020,34,20.0,16,1,3,6,7,4,1
20200102306401,2020,23,20.0,9,1,3,6,3,1,2
20200102306491,2020,46,30.0,17,1,3,3,3,5,2
20200102306681,2020,28,30.0,19,2,3,6,7,4,1
20200102306711,2020,62,30.0,18,1,3,6,3,4,1
20200102306721,2020,56,30.0,8,1,2,6,9,1,2
20200102306771,2020,29,30.0,6,1,3,1,1,4,2
20200102307511,2020,23,20.0,7,2,2,6,3,1,2
20200102307771,2020,47,20.0,17,2,3,2,3,7,2
20200102307801,2020,36,30.0,7,2,2,6,6,1,2
20200102307851,2020,56,20.0,8,2,3,6,3,1,1
20200102308251,2020,-1,30.0,13,1,3,6,9,1,2
20200102308291,2020,37,20.0,14,2,3,6,0,1,2
20200102308461,2020,33,20.0,15,2,3,6,3,4,1
20200102308601,2020,46,30.0,9,1,3,6,0,1,1
20200102308671,2020,24,20.0,17,2,3,6,6,4,2
20200102309311,2020,33,20.0,19,-1,3,2,6,4,2
20200102309461,2020,38,30.0,21,1,2,6,9,4,2
20200102309531,2020,35,30.0,14,1,3,3,0,1,1
20200102309771,2020,23,30.0,19,2,3,6,99,7,2
20200102310321,2020,46,20.0,13,1,3,6,0,1,1
20200102310361,2020,17,40.0,11,1,3,1,1,1,1
20200102310391,2020,56,20.0,9,2,3,2,8,1,1
20200102310421,2020,55,30.0,10,2,3,6,3,1,1
20200102310611,2020,11,20.0,15,1,3,2,9,1,1
20200102310921,2020,25,20.0,17,1,3,2,0,4,1
20200102311071,2020,48,20.0,18,2,2,1,2,4,2
20200102311101,2020,45,30.0,17,1,3,6,8,4,1
20200102311151,2020,57,20.0,17,2,2,3,6,4,1
20200102311461,2020,32,20.0,8,1,3,9,3,1,1
20200102311491,2020,15,30.0,19,1,2,1,1,4,1
20200102311551,2020,-1,20.0,23,1,3,9,5,7,1
20200102312231,2020,27,30.0,23,1,2,6,3,7,1
20200102312301,2020,48,30.0,12,2,3,6,9,1,1
20200102312391,2020,32,20.0,9,2,3,6,8,1,1
20200102312531,2020,22,30.0,15,1,3,6,6,1,1
20200102312641,2020,20,30.0,16,1,2,6,6,4,1
20200102313091,2020,66,30.0,17,1,3,6,99,7,1
20200102313311,2020,26,20.0,13,1,3,2,0,1,1
20200102313671,2020,52,20.0,9,1,3,6,6,1,1
20200102314021,2020,53,30.0,8,1,3,6,1,1,4
20200102314241,2020,19,30.0,14,1,3,6,8,1,1
20200102314251,2020,27,30.0,16,1,3,6,3,1,1
20200102314271,2020,46,30.0,14,1,2,6,3,1,1
20200102314361,2020,19,30.0,16,1,3,7,3,1,1
20200102314571,2020,19,30.0,19,1,3,6,3,4,1
20200102315521,2020,30,20.0,8,2,3,7,5,1,1
20200102315561,2020,41,30.0,22,1,3,1,1,7,1
20200102315961,2020,15,30.0,16,2,3,3,0,1,1
20200102316011,2020,57,20.0,17,1,3,6,0,7,1
20200102316061,2020,32,30.0,8,2,3,6,3,1,9
20200102316161,2020,43,30.0,13,1,3,6,3,1,1
20200102316361,2020,30,20.0,5,2,3,6,99,4,1
20200102316541,2020,54,20.0,16,1,3,6,3,1,1
20200102316931,2020,32,20.0,23,1,3,6,0,4,1
20200102317061,2020,27,20.0,5,1,2,6,2,4,1
20200102317361,2020,25,20.0,9,2,3,6,9,1,1
20200102317471,2020,9,20.0,9,2,3,6,6,1,1
20200102317711,2020,32,30.0,9,2,3,1,2,1,1
20200102317821,2020,37,20.0,14,1,3,9,9,1,1
20200102317831,2020,30,20.0,12,2,3,3,3,1,1
20200102318081,2020,44,20.0,16,2,3,6,3,1,1
20200102318091,2020,30,30.0,10,2,2,6,3,1,1
20200102318231,2020,10,30.0,16,1,3,6,2,1,1
20200102318381,2020,42,30.0,13,2,3,6,6,1,1
20200102318511,2020,28,30.0,19,1,3,6,3,4,1
20200102318681,2020,34,20.0,20,2,3,3,3,4,1
20200102318682,2020,73,20.0,20,1,2,3,3,4,1
20200102319361,2020,41,30.0,8,1,2,6,3,1,1
20200102319611,2020,37,20.0,9,1,3,6,3,1,1
20200102319661,2020,40,30.0,18,2,3,9,3,4,1
20200102319851,2020,61,30.0,12,1,3,3,99,1,1
20200102320121,2020,22,30.0,22,2,3,1,1,4,1
20200102320691,2020,74,30.0,16,1,3,7,5,4,2
20200102320821,2020,31,20.0,14,1,3,3,3,1,2
20200102320891,2020,28,30.0,7,2,3,6,6,1,2
20200102320951,2020,57,30.0,7,1,3,6,3,1,2
20200102321001,2020,-1,30.0,16,1,3,6,99,1,1
20200102321521,2020,30,30.0,8,1,3,6,3,1,2
20200102321581,2020,23,20.0,9,2,3,6,3,1,2
20200102321631,2020,39,30.0,7,1,3,6,3,1,2
20200102321691,2020,44,30.0,7,1,3,3,3,1,1
20200102321791,2020,29,20.0,8,1,3,1,1,1,9
20200102322031,2020,26,30.0,12,1,3,6,3,1,1
20200102322051,2020,37,30.0,9,2,3,6,3,1,1
20200102322111,2020,17,30.0,8,1,3,6,3,1,1
20200102322131,2020,42,30.0,8,1,2,6,3,1,1
20200102322231,2020,48,30.0,17,1,3,6,3,4,1
20200102322341,2020,42,30.0,9,1,3,1,1,1,1
20200102322791,2020,23,30.0,18,1,3,3,3,4,1
20200102322841,2020,31,30.0,18,1,3,6,3,4,1
20200102323101,2020,52,30.0,19,1,3,6,3,4,1
20200102323501,2020,36,20.0,18,2,2,9,3,7,9
20200102323781,2020,35,30.0,7,2,3,3,0,4,2
20200102323861,2020,24,20.0,20,1,3,6,3,7,2
20200102324422,2020,40,30.0,7,1,2,3,6,1,1
20200102324561,2020,29,30.0,16,1,3,6,3,1,2
20200102324661,2020,44,30.0,15,1,3,6,9,1,1
20200102324831,2020,40,30.0,15,1,3,6,3,1,1
20200102324851,2020,46,20.0,8,2,3,6,3,1,9
20200102324911,2020,42,30.0,17,1,3,3,3,5,1
20200102325011,2020,24,30.0,20,1,3,6,3,4,1
20200102325112,2020,23,30.0,21,2,2,6,3,4,1
20200102325121,2020,33,30.0,17,1,2,6,3,4,1
20200102325321,2020,24,30.0,17,2,3,6,0,7,2
20200102325351,2020,41,20.0,17,1,2,6,0,4,2
20200102325381,2020,32,20.0,19,1,3,2,0,4,1
20200102325571,2020,34,20.0,1,1,3,2,6,4,1
20200102325641,2020,35,30.0,1,1,3,6,3,4,1
20200102325661,2020,51,30.0,13,1,3,6,6,1,1
20200102325801,2020,45,40.0,17,1,2,3,3,1,1
20200102327461,2020,32,30.0,12,2,2,3,3,1,1
20200102327811,2020,57,20.0,22,1,3,6,6,4,1
20200102327841,2020,52,20.0,17,1,3,6,3,4,1
20200102327921,2020,28,30.0,16,1,3,6,3,1,2
20200102328181,2020,44,20.0,12,2,3,6,3,1,1
20200102328501,2020,31,30.0,21,1,3,6,6,4,2
20200102328661,2020,31,30.0,6,1,3,6,9,4,2
20200102329381,2020,14,30.0,8,1,3,3,3,1,2
20200102329491,2020,13,30.0,15,1,3,6,0,1,2
20200102329571,2020,59,30.0,7,2,3,7,3,1,1
20200102329751,2020,27,20.0,22,1,3,6,99,4,2
20200102330051,2020,59,40.0,18,1,3,3,3,4,2
20200102330141,2020,42,30.0,17,1,3,6,9,4,1
20200102330151,2020,27,30.0,17,2,3,2,0,7,2
20200102330221,2020,26,30.0,20,2,3,6,6,1,2
20200102330231,2020,25,30.0,17,1,3,1,1,4,2
20200102330341,2020,35,30.0,21,1,3,3,3,4,2
20200102330641,2020,37,30.0,7,1,3,6,3,1,1
20200102330791,2020,36,30.0,16,1,2,9,3,1,9
20200102330991,2020,54,20.0,8,1,3,6,3,1,2
20200102331081,2020,55,20.0,8,1,2,9,99,1,9
20200102331531,2020,15,30.0,12,1,3,6,8,1,1
20200102331581,2020,55,20.0,11,-1,3,6,3,1,1
20200102332041,2020,35,20.0,14,2,3,6,7,1,2
20200102332101,2020,23,20.0,3,1,3,9,3,1,1
20200102332251,2020,17,40.0,16,1,3,6,99,1,1
20200102332281,2020,28,30.0,7,1,3,6,3,4,9
20200102332401,2020,26,30.0,19,1,3,6,6,4,2
20200102332402,2020,-1,30.0,19,-1,3,6,6,4,2
20200102332591,2020,42,30.0,18,1,3,6,6,4,1
20200102332621,2020,46,30.0,17,1,3,6,6,4,1
20200102332821,2020,33,20.0,18,1,3,6,0,7,2
20200102333131,2020,43,30.0,9,1,2,6,3,1,1
20200102333201,2020,30,30.0,10,1,2,3,3,1,1
20200102333311,2020,37,20.0,9,1,3,6,0,1,1
20200102333351,2020,42,30.0,19,1,3,6,3,4,2
20200102333381,2020,45,30.0,9,1,3,1,1,1,1
20200102333641,2020,36,20.0,12,2,3,6,3,1,1
20200102334241,2020,-1,30.0,17,2,3,6,3,7,1
20200102334251,2020,20,20.0,0,1,3,7,3,4,2
